Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
18fTEyZ41dkbaZLFkWi1UK,"4laQz4PaKeh2Hu6QL6evVD","Carnavalia - Remastered","Tribalistas","Tribalistas",2002-01-01,256573,0,spotify:user:222b6a7rurhvs6p4ficngkzzy,2018-12-22T05:30:39Z,"brazilian rock,mpb,nova mpb",0.579,0.832,0,-5.905,0,0.0338,0.29,0.00263,0.388,0.736,81.89,4
3Kw9bIhaZ0X4NYc3iIuVGv,"3ADrIjXLfh308ALr2WQXkI","Pavão Mysteriozo","O Romance Do Pavão Mysteriozo","Ednardo",1974-08-01,260079,43,spotify:user:222b6a7rurhvs6p4ficngkzzy,2018-12-25T22:32:14Z,"bossa nova,mpb,pop nacional antigas,velha guarda",0.817,0.399,4,-9.639,1,0.0427,0.475,0,0.448,0.242,107.731,4
7sjeeE3NeBizcps3Il8JRt,"7HGNYPmbDrMkylWqeFCOIQ,1b8kpp4DUwt1hWaxTiWQhD,7oEkUINVIj1Nr3Wnj8tzqr,3f5VCwd57gZsqMad28jyLV","Um Índio - Ao Vivo No Rio De Janeiro / 1976","Doces Barbaros 1 + 2","Caetano Veloso,Gal Costa,Gilberto Gil,Maria Bethânia",1976-01-01,281466,25,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-01-26T00:53:37Z,"bossa nova,mpb,samba de roda,tropicalia,samba,violao,umbanda",0.503,0.396,2,-11.912,1,0.0726,0.43,0,0.453,0.222,119.73,4
2kgBfSTc2IvpKxEPmoyHXS,"7HGNYPmbDrMkylWqeFCOIQ","Um Indio - Live In Brazil / 1992","Circulado Vivo","Caetano Veloso",1992-01-01,200933,26,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-01-26T00:57:13Z,"bossa nova,mpb,samba de roda,tropicalia",0.613,0.597,1,-9.375,0,0.0764,0.433,0.0000104,0.795,0.599,129.301,4
5iehR5VxXMZpQ5MAmlY68f,"559vxOLTzlAv0zB77JMcdG","Tropicana (Morena Tropicana)","Cavalo De Pau","Alceu Valença",1982-01-01,233960,64,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-03-06T21:17:55Z,"manguebeat,mpb,nova musica pernambucana",0.64,0.814,11,-6.701,0,0.137,0.118,0,0.223,0.782,134.221,4
5AS7tQuxpRf3IiClH4lhvy,"7JoWcJHDOG58JYTe6d400S","Sinônimos","Voz & Violão - 40 Anos de Música","Zé Ramalho",2016-07-01,258110,38,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-03-26T06:44:04Z,"mpb",0.778,0.576,2,-8.935,1,0.0341,0.712,0,0.0884,0.588,128.86,3
2bhZWLLX80Ntxn5aDLJHuM,"7jrRQZg4FZq6dwpi3baKcu","Sociedade Alternativa","Rock","Raul Seixas",1985-01-01,172733,40,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-04-25T04:50:05Z,"mpb,psicodelia brasileira,rock baiano,rock nacional brasileiro",0.538,0.758,7,-10.081,1,0.0963,0.45,0,0.318,0.616,106.515,4
7AQILH6Yzr2OaqZmGNPXAR,"7jrRQZg4FZq6dwpi3baKcu","Sapato 36","O Dia Em Que A Terra Parou","Raul Seixas",1990,199533,27,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-04-25T04:50:13Z,"mpb,psicodelia brasileira,rock baiano,rock nacional brasileiro",0.369,0.5,9,-11.338,1,0.0422,0.0223,0,0.083,0.561,173.511,3
2Yk0HvfTaijA47aM0Fj88u,"7jrRQZg4FZq6dwpi3baKcu","Metamorfose Ambulante","Krig-Ha, Bandolo","Raul Seixas",1973-01-01,231240,66,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-04-25T04:50:31Z,"mpb,psicodelia brasileira,rock baiano,rock nacional brasileiro",0.498,0.587,2,-8.324,1,0.0304,0.372,0,0.179,0.597,135.913,4
60SVKic93qC7WC7cdm3y4U,"7jrRQZg4FZq6dwpi3baKcu","Aluga-Se","Abre-Te Sésamo","Raul Seixas",1980,158266,53,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-04-25T04:50:54Z,"mpb,psicodelia brasileira,rock baiano,rock nacional brasileiro",0.71,0.823,0,-8.713,1,0.0901,0.467,0,0.0982,0.967,143.138,4
3FVbCkeHiaG6ljtI37OUrb,"4PhdYoQGH8s1xee81dqQOO","Deixa o Menino Jogar - Ao Vivo","Natiruts Acústico no Rio de Janeiro","Natiruts",2012-09-17,276746,0,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-05-07T03:05:44Z,"brazilian reggae,brazilian rock,reggae tuga",0.643,0.623,6,-6.949,0,0.0351,0.266,0.00000625,0.691,0.526,141.912,4
2TI5GBkbrrFtZRM5v1heeb,"7vTlV3ajnMxl5l0ahupUeP","Trem Das Onze","Adoniran Barbosa","Adoniran Barbosa",1974-08-05,184000,64,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-05-24T04:15:45Z,"bossa nova,mpb,samba,samba paulista,velha guarda",0.675,0.449,4,-14.164,0,0.0613,0.541,0.00337,0.069,0.803,91.773,4
15ouqiBsgL12olEwP3COsH,"0yFvXd36g5sNKYDi0Kkvl8,3pO5VjZ4wOHCMBXOvbMISG","Águas De Março","Elis & Tom","Elis Regina,Tom Jobim",1974-06-17,214003,69,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-05-24T04:15:50Z,"bossa nova,brazilian jazz,mpb,samba,brazilian classical,latin classical,violao",0.654,0.393,3,-13.392,1,0.129,0.865,0.00000297,0.123,0.533,143.801,4
57E1ka54d8zrIy0VzE1EAV,"6rM2yY0GnVcOHMU5GD3y9E","Canta Canta, Minha Gente","Martinho da Vila","Martinho Da Vila",1974-03-30,153440,58,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-05-24T04:15:56Z,"axe,mpb,pagode,samba,samba-enredo,umbanda,velha guarda",0.735,0.783,2,-11.895,1,0.345,0.327,0,0.19,0.829,94.488,4
0rImThhPOV8wtgeyltD6no,"3aqtJPuhfwxQ60jG1OAFQt","Malandragem dá um Tempo","Alô Malandragem Maloca o Flagrante","Bezerra Da Silva",1986-02-15,232800,59,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-05-24T04:16:03Z,"brazilian hip hop,brazilian reggae,coco,mpb,pagode,partido alto,samba,umbanda,velha guarda",0.695,0.924,9,-4.178,1,0.0454,0.229,0,0.264,0.964,94.827,4
6IBYNkdYt6UePLysFn6xu9,"1LOFaxDBvn3YuvarTldGAe","O Que É O Que É?","Bis (Dois CDs)","Gonzaguinha",2000-01-01,258266,41,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-07T23:52:56Z,"bossa nova,mpb,pagode,samba,velha guarda",0.672,0.694,9,-8.867,1,0.0409,0.105,0,0.247,0.939,111.829,4
3sUMmrC1JkKTJO4ZnWZro4,"7oEkUINVIj1Nr3Wnj8tzqr,5C0gCCG8N5Dh5dZytIgzLX","Domingo No Parque","Os Mutantes","Gilberto Gil,Os Mutantes",2014-01-01,217173,0,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T14:58:42Z,"bossa nova,mpb,samba,tropicalia,violao,psicodelia brasileira,psychedelic rock,rock gaucho",0.342,0.721,9,-5.68,1,0.0586,0.715,0,0.133,0.493,101.449,4
2UzQqudrAxeZeuJTcPBKBx,"6tOsSffQQIXmK8TqsDck8t","Cotidiano","Construção","Chico Buarque",1971-01-01,169000,0,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T15:01:43Z,"bossa nova,fado,mpb,tropicalia",0.434,0.537,7,-13.388,0,0.071,0.71,0.00123,0.0542,0.772,89.091,4
2xMPOlmgkhDsjhrVFjzGqF,"6tOsSffQQIXmK8TqsDck8t","Geni E O Zepelim","Chico 50 Anos - O Cronista","Chico Buarque",1994-01-01,319466,45,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T15:15:47Z,"bossa nova,fado,mpb,tropicalia",0.379,0.452,0,-11.672,0,0.0583,0.545,0,0.602,0.439,153.965,3
2CoKGyZavJWTFUPyvWoj0b,"1LOFaxDBvn3YuvarTldGAe","O Que É O Que É?","Caminhos Do Coração","Gonzaguinha",1982-08-13,258986,63,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T15:15:59Z,"bossa nova,mpb,pagode,samba,velha guarda",0.669,0.629,9,-10.461,1,0.0405,0.232,0,0.0931,0.924,111.598,4
4dIWbsYRqqTcLKf4bVU4kk,"0yFvXd36g5sNKYDi0Kkvl8","Como Nossos Pais","Elis Regina Em Falso Brilhante","Elis Regina",1976-01-01,260493,0,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T15:20:06Z,"bossa nova,brazilian jazz,mpb,samba",0.51,0.401,2,-11.296,1,0.102,0.418,0,0.288,0.574,143.942,3
0aoQV1TuaTrcpJaMfJ3wgj,"7HGNYPmbDrMkylWqeFCOIQ","Alegria, Alegria - Remastered 2006","Caetano Veloso","Caetano Veloso",1967-01-01,168213,51,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T15:27:15Z,"bossa nova,mpb,samba de roda,tropicalia",0.198,0.432,6,-10.072,1,0.0333,0.667,0.0000236,0.683,0.736,202.401,4
3x3uXj4WZLO8wcEaoikdUp,"7oEkUINVIj1Nr3Wnj8tzqr","Aquele Abraço","Gilberto Gil (1969)","Gilberto Gil",1969-01-01,322373,0,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T15:28:28Z,"bossa nova,mpb,samba,tropicalia,violao",0.454,0.57,2,-10.379,1,0.148,0.18,0,0.522,0.899,84.745,4
78lTDfRCqtxSvByIRMiXF2,"47ucOGPLBaYYcUcTNI1Szg","Pra não dizer que não falei das flores","Enciclopédia Musical Brasileira","Geraldo Vandre",2001-01-01,361360,53,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T15:32:48Z,"bossa nova,mpb,velha guarda",0.525,0.284,3,-15.206,0,0.0472,0.353,0.0997,0.127,0.306,114.195,3
3BpiaGyTIb7VIoAYbvSzTH,"0jOs0wnXCu1bGGP7kh5uIu","Réu Confesso","Tim Maia 1973","Tim Maia",1973-01-08,217604,62,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T15:41:41Z,"brazilian boogie,brazilian soul,mpb",0.536,0.766,0,-9.89,1,0.0522,0.0539,0.0051,0.292,0.758,87.893,4
0Dmnb3C3GaGdyjlyWaWLDr,"5C0gCCG8N5Dh5dZytIgzLX","Panis Et Circenses","Os Mutantes","Os Mutantes",1968-01-01,220453,44,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T16:29:00Z,"bossa nova,mpb,psicodelia brasileira,psychedelic rock,rock gaucho,tropicalia",0.33,0.862,7,-3.404,1,0.117,0.0924,0.00000204,0.173,0.387,114.051,4
4D9uQHmo0HA8yRtU7NuFAz,"6DqFCzjARUV3xH9meu3Bya","Nem Vem Que Não Tem - Ao Vivo","Alegria, Alegria!!!","Wilson Simonal",1967-09-16,152613,55,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T16:29:48Z,"bossa nova,mpb,samba,tropicalia,velha guarda",0.755,0.638,5,-7.54,1,0.0557,0.178,0,0.739,0.852,121.282,4
7fTTRW3YFXrTvDGONhKM1G,"0yFvXd36g5sNKYDi0Kkvl8,7vTlV3ajnMxl5l0ahupUeP","Tiro Ao Álvaro","Talento","Elis Regina,Adoniran Barbosa",2004-01-01,163266,39,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T16:30:26Z,"bossa nova,brazilian jazz,mpb,samba,samba paulista,velha guarda",0.571,0.597,10,-8.865,1,0.077,0.275,0,0.0493,0.896,93.593,4
1xCbDvw3UNReOWq9BbAThc,"0RSWHhBUwW7lhCqXqxKxWN","O Mundo É Um Moinho","Raizes Do Samba","Cartola",1999-01-01,235533,50,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T16:30:44Z,"bossa nova,mpb,samba,samba-enredo,velha guarda",0.485,0.259,9,-14.573,1,0.0578,0.939,0.000323,0.11,0.519,83.637,4
4P5f2NLw9GkgnbK5zs52Oj,"2ohBjgFT9V0LRDWO2wF9DJ","Preta pretinha","Enciclopédia Musical Brasileira","Novos Baianos",1994-05-20,400920,51,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T16:31:20Z,"bossa nova,mpb,psicodelia brasileira,samba,samba-rock,tropicalia",0.667,0.454,7,-12.165,1,0.0327,0.852,0.0000399,0.117,0.724,125.065,4
0lGEWOZvMexZFXckBJxlVO,"5C0gCCG8N5Dh5dZytIgzLX","A Minha Menina","Os Mutantes","Os Mutantes",1968-01-01,284986,52,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T16:31:54Z,"bossa nova,mpb,psicodelia brasileira,psychedelic rock,rock gaucho,tropicalia",0.463,0.926,7,-3.204,1,0.122,0.0555,0,0.478,0.437,91.197,4
4877bJ149OUJZHTiU5Jg8P,"5JYtpnUKxAzXfHEYpOeeit","País Tropical","Jorge Ben","Jorge Ben Jor",1969-01-20,250666,56,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T16:32:26Z,"bossa nova,manguebeat,mpb,samba,samba-rock,tropicalia",0.424,0.799,0,-6,1,0.144,0.492,0,0.408,0.688,82.794,4
6WohVJvZ6RYmYN8Nxl9VHa,"5JYtpnUKxAzXfHEYpOeeit","Os Alquimistas Estão Chegando Os Alquimistas","A Tabua De Esmeralda","Jorge Ben Jor",1974-01-01,195266,55,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T16:35:59Z,"bossa nova,manguebeat,mpb,samba,samba-rock,tropicalia",0.544,0.721,9,-13.429,1,0.0441,0.435,0.000805,0.452,0.739,100.359,4
7xpDGoUGbtaquk5xMvzwTh,"7LunbFWIm3RPQpywjOSSd8","Telegrama","Pet Shop Mundo Cão","Zeca Baleiro",2002,266080,64,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T16:59:54Z,"brazilian rock,mpb,musica maranhense",0.643,0.501,11,-7.981,0,0.0424,0.117,0.0463,0.239,0.394,94.514,4
6mTfOxORhYlpnTvm7VrL6b,"5JYtpnUKxAzXfHEYpOeeit","Chove Chuva","Samba Esquema Novo","Jorge Ben Jor",1963-01-01,184093,64,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T17:01:10Z,"bossa nova,manguebeat,mpb,samba,samba-rock,tropicalia",0.729,0.401,10,-9.458,1,0.0418,0.644,0,0.0757,0.549,134.704,4
6vgKWE1KV4E7p1Dv75z0kL,"0jOs0wnXCu1bGGP7kh5uIu","Azul Da Cor Do Mar","Tim Maia 1970","Tim Maia",1970-01-05,198261,64,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T17:22:52Z,"brazilian boogie,brazilian soul,mpb",0.508,0.34,9,-11.311,1,0.0384,0.0863,0.000325,0.262,0.396,125.519,4
0BCF5r2criwyGRSN3n36re,"7oEkUINVIj1Nr3Wnj8tzqr","Andar com fé","Um banda um","Gilberto Gil",1982,200960,0,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T17:27:26Z,"bossa nova,mpb,samba,tropicalia,violao",0.774,0.647,1,-6.682,0,0.0514,0.47,0.000569,0.46,0.965,95.098,4
0wacj5AePmtFHt8mzdk6t4,"0yFvXd36g5sNKYDi0Kkvl8","Alô, alô marciano","2 É Demais","Elis Regina",1980-04-23,240426,49,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T17:28:34Z,"bossa nova,brazilian jazz,mpb,samba",0.626,0.296,4,-14.306,0,0.0681,0.743,0.000129,0.466,0.711,128.556,4
0VUgbCK0k8QWGpLiEV8YYZ,"6tOsSffQQIXmK8TqsDck8t,3Bnq7jiU506HcPjRgQ43TM","Cálice","Chico Buarque","Chico Buarque,Milton Nascimento",1978-01-01,241866,57,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T17:29:59Z,"bossa nova,fado,mpb,tropicalia,musica popular mineira,samba",0.596,0.372,4,-9.391,1,0.0606,0.848,0,0.331,0.293,123.125,4
4IIK7KvWCTSkVVRufxyh3d,"2ohBjgFT9V0LRDWO2wF9DJ","Brasil pandeiro","Enciclopédia Musical Brasileira","Novos Baianos",1994-05-20,235080,55,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T17:31:54Z,"bossa nova,mpb,psicodelia brasileira,samba,samba-rock,tropicalia",0.544,0.425,11,-12.074,1,0.0346,0.812,0.00137,0.0957,0.863,96.688,4
4yIMA2EvwPUVXeYxZgajwf,"4EKJxXaAZapG14Q5FTZoxm","Rosa de Hiroshima","Dois Momentos","Secos & Molhados",1973,122066,0,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T17:35:43Z,"bossa nova,mpb,psicodelia brasileira,velha guarda",0.405,0.181,2,-13.796,1,0.0313,0.768,0.000242,0.0931,0.746,182.783,3
0SfcG65T1KKCj5NQffpzQR,"0jOs0wnXCu1bGGP7kh5uIu","Não Quero Dinheiro (Só Quero Amar)","Tim Maia 1971","Tim Maia",1971-01-04,153790,65,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T18:00:43Z,"brazilian boogie,brazilian soul,mpb",0.618,0.876,9,-8.059,1,0.0389,0.4,0,0.19,0.967,138.783,4
3pSTUZbp7J5jg2JHChTf21,"2ohBjgFT9V0LRDWO2wF9DJ","A Menina Dança","Acabou Chorare","Novos Baianos",1972,232200,58,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T18:00:51Z,"bossa nova,mpb,psicodelia brasileira,samba,samba-rock,tropicalia",0.581,0.677,9,-7.428,0,0.0422,0.772,0.00468,0.129,0.91,105.468,4
5rsdJ481oIM9OYyrqcEwWt,"6UKz2oYWzE0ZBnciztCown","O Mar Serenou","Meus Momentos","Clara Nunes",1995-01-01,179120,44,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T18:01:01Z,"bossa nova,mpb,pagode,samba,umbanda,velha guarda",0.709,0.52,2,-10.68,1,0.143,0.202,0,0.162,0.904,85.704,4
0C71ubP3YGLAwOgUlbY3d0,"2azqeHE13Y8hP8YAjew9zL","Até Quando Esperar","O Concreto Já Rachou","Plebe Rude",1985-03-25,268200,58,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T18:01:12Z,"brazilian punk,rock brasiliense,rock nacional brasileiro",0.522,0.787,2,-9.691,1,0.0364,0.000147,0.00214,0.258,0.651,94.1,4
24GCsxPaoERiTy3hjh2VfB,"7HGNYPmbDrMkylWqeFCOIQ","Não Enche","Livro","Caetano Veloso",1997-01-01,208933,0,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-30T19:08:48Z,"bossa nova,mpb,samba de roda,tropicalia",0.81,0.727,5,-8.454,0,0.0605,0.238,0.0000938,0.0428,0.951,93.949,4
4rfhRnh6EEwcHgMHvYF5ir,"7JoWcJHDOG58JYTe6d400S","Mistérios da Meia Noite","Voz & Violão - 40 Anos de Música","Zé Ramalho",2016-07-01,254039,27,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-07-31T17:33:29Z,"mpb",0.748,0.591,2,-7.312,1,0.0425,0.685,0,0.075,0.7,149.933,4
1BSOKVzoPqJh6z6YzvJtkJ,"7vTlV3ajnMxl5l0ahupUeP","Saudosa Maloca","Para Sempre","Adoniran Barbosa",2001-01-01,140706,37,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-08-04T22:18:27Z,"bossa nova,mpb,samba,samba paulista,velha guarda",0.683,0.53,6,-15.133,0,0.269,0.647,0.00000331,0.109,0.767,96.881,4
1qQLvkJq2ibgQR983a3WK5,"4Z0yuwHVJBROVZqFpTIr0d","O Mundo","Atrás dos Olhos","Capital Inicial",1998-06-05,268040,33,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-08-07T05:33:51Z,"brazilian rock,pop rock brasileiro,rock brasiliense,rock nacional brasileiro",0.628,0.87,9,-5.803,1,0.0369,0.00819,0.0296,0.265,0.67,111.901,4
670owD7N5oF90HVwMPTzCv,"6tOsSffQQIXmK8TqsDck8t,3DF0ClNOUuvS3gh8V8sRJH","Sinhá","Chico","Chico Buarque,João Bosco",2011-08-02,241106,32,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-08-07T10:14:11Z,"bossa nova,fado,mpb,tropicalia,samba,velha guarda,violao",0.503,0.376,0,-13.796,0,0.104,0.91,0.00002,0.122,0.437,88.854,4
7DcOrwBOQmTfGU6dmlRGJR,"0jOs0wnXCu1bGGP7kh5uIu","O Descobridor Dos Sete Mares","O Descobridor Dos Sete Mares (1983)","Tim Maia",1983-01-01,263800,0,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-08-07T10:14:54Z,"brazilian boogie,brazilian soul,mpb",0.584,0.902,6,-5.174,1,0.124,0.0255,0.000232,0.335,0.902,137.42,4
2sRoZsP92Bev8JozIVrhEZ,"0i1s9WcIu0PrUvHzALgofo","Burguesinha","Verão 2009","Seu Jorge",2009-01-01,259082,31,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-08-07T10:15:14Z,"mpb,samba-rock",0.683,0.931,2,-6.715,1,0.0418,0.599,0.00565,0.329,0.955,101.967,4
2thBIDQBbBSUG7tcwUw7Mw,"6tOsSffQQIXmK8TqsDck8t","Meu Caro Amigo","Meus Caros Amigos","Chico Buarque",1976-01-01,261666,48,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-08-07T10:21:35Z,"bossa nova,fado,mpb,tropicalia",0.503,0.503,0,-15.478,1,0.0552,0.429,0,0.374,0.954,86.288,4
7CdDIvw3jvjNaIs5m3mM4A,"559vxOLTzlAv0zB77JMcdG","La Belle De Jour","Sete Desejos","Alceu Valença",1992-01-01,268760,68,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-08-07T10:23:08Z,"manguebeat,mpb,nova musica pernambucana",0.644,0.404,0,-12.54,1,0.0348,0.159,0.000291,0.167,0.689,105.062,4
6wUp7y502iyWLuLuurlOyw,"6tOsSffQQIXmK8TqsDck8t","A Banda","Chico Buarque de Hollanda","Chico Buarque",1966-01-01,131000,55,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-08-07T10:24:57Z,"bossa nova,fado,mpb,tropicalia",0.67,0.669,2,-7.081,1,0.0476,0.831,0.0000689,0.101,0.927,118.968,4
3TYr1sQKBG7BIdvl62kEI4,"6rM2yY0GnVcOHMU5GD3y9E","Casa de Bamba","4.5 Atual","Martinho Da Vila",2012-06-26,243653,52,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-08-07T10:28:02Z,"axe,mpb,pagode,samba,samba-enredo,umbanda,velha guarda",0.818,0.712,7,-8.669,1,0.0975,0.238,0,0.118,0.91,89.963,4
0e374EQxygRRF7LhYP29VW,"2wi99swSP87YaFjVOI3zGJ","Naquela Mesa","50 Anos De Boêmia Vol.1","Nelson Gonçalves",1991-06-28,180466,36,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-08-07T10:28:33Z,"mpb,samba,velha guarda",0.68,0.466,2,-12.038,0,0.0444,0.739,0,0.134,0.877,117.314,4
3rOAvCpQruEQFinyurdmmz,"6tw6EpC9RgmSRZiZg0n22t","Eu Sei","Que Pais E Este","Legião Urbana",1987,191000,61,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-08-07T11:06:43Z,"brazilian rock,mpb,rock brasiliense,rock nacional brasileiro",0.525,0.504,4,-13.362,0,0.0264,0.0000792,0.0114,0.104,0.465,96.056,4
6AIViEVtYEhpvko7PDeIda,"7jrRQZg4FZq6dwpi3baKcu","Mosca Na Sopa","Krig-Ha, Bandolo","Raul Seixas",1973-01-01,239466,47,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-08-07T11:12:14Z,"mpb,psicodelia brasileira,rock baiano,rock nacional brasileiro",0.599,0.793,2,-8.802,1,0.075,0.393,0.0000191,0.238,0.898,90.017,4
4AtL1paTEV1AXUmj3c4GTI,"7jrRQZg4FZq6dwpi3baKcu","Gita","Gita","Raul Seixas",1974-03-29,287853,59,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-08-07T11:12:51Z,"mpb,psicodelia brasileira,rock baiano,rock nacional brasileiro",0.373,0.876,9,-2.319,1,0.0602,0.382,0.000775,0.0755,0.545,112.512,4
34oupP2sVa8Yu55777neb3,"7jrRQZg4FZq6dwpi3baKcu","Não Pare Na Pista","Gita","Raul Seixas",1974-03-29,158346,31,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-08-07T11:17:06Z,"mpb,psicodelia brasileira,rock baiano,rock nacional brasileiro",0.467,0.941,5,-2.571,1,0.196,0.42,0,0.392,0.703,130.221,4
6YXOsfhu4fDWcHV14tcF3x,"7jrRQZg4FZq6dwpi3baKcu","Tente Outra Vez","Novo Aeon","Raul Seixas",1975-03-21,143053,65,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-08-07T11:18:42Z,"mpb,psicodelia brasileira,rock baiano,rock nacional brasileiro",0.497,0.811,2,-2.224,1,0.0362,0.269,0.00000176,0.104,0.295,133.224,4
5IHwXodK9GpYmX8AGPMvdx,"7jrRQZg4FZq6dwpi3baKcu","A Maçã","Novo Aeon","Raul Seixas",1975-03-21,201826,38,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-08-07T11:18:53Z,"mpb,psicodelia brasileira,rock baiano,rock nacional brasileiro",0.32,0.56,2,-4.388,1,0.0356,0.635,0.0000724,0.289,0.382,133.756,4
4eKHqldT5gXJe5bqvGhX1k,"7jrRQZg4FZq6dwpi3baKcu","As Minas Do Rei Salomão","Há 10 Mil Anos Atrás","Raul Seixas",1976,176733,32,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-08-07T11:42:16Z,"mpb,psicodelia brasileira,rock baiano,rock nacional brasileiro",0.352,0.96,5,-2.897,0,0.315,0.014,0,0.285,0.542,140.38,4
2vlaOc3YYt7WLYIYxoJgYB,"1b8kpp4DUwt1hWaxTiWQhD","Você Não Entende Nada","Divino Maravilhoso - Gal Costa Interpreta Caetano Veloso","Gal Costa",2005-01-01,230493,54,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-08-08T02:48:16Z,"bossa nova,mpb,samba,tropicalia",0.51,0.76,11,-9.037,1,0.0478,0.695,0.0000124,0.0756,0.837,150.152,4
45qF2E2smfkrMR47xF5QZy,"7HGNYPmbDrMkylWqeFCOIQ","Odara","Caetanear","Caetano Veloso",1985-01-11,199333,50,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-08-08T02:49:02Z,"bossa nova,mpb,samba de roda,tropicalia",0.634,0.408,11,-17.268,0,0.0425,0.278,0,0.0855,0.698,116.558,4
4t4oqMSwwmpHzQIu1aok1z,"0i1s9WcIu0PrUvHzALgofo","Amiga Da Minha Mulher","Músicas Para Churrasco (Vol. I)","Seu Jorge",2011-01-01,248080,0,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-08-08T02:50:13Z,"mpb,samba-rock",0.788,0.916,9,-5.152,0,0.121,0.714,0,0.0867,0.829,104.015,4
0A4XR1HbX46wNB1HzpmA7m,"0A1oy7PC7fdzURgaLaWkL1","De repente California - Remasterizado em 2001","O Último Romântico","Lulu Santos",1983-10-20,153133,60,spotify:user:222b6a7rurhvs6p4ficngkzzy,2019-08-08T02:54:57Z,"brazilian rock,mpb,pop nacional",0.774,0.403,9,-14.807,1,0.0357,0.735,0.000545,0.34,0.52,110.808,4
